iteration,query,seconds
412,qualified,0.002519
412,unqualified,0.003714
412,ordered,0.004172
413,qualified,0.003747
413,unqualified,0.003167
413,ordered,0.003520
414,qualified,0.003006
414,unqualified,0.003498
414,ordered,0.005521
415,qualified,0.003003
415,unqualified,0.003305
415,ordered,0.004124
416,qualified,0.002658
416,unqualified,0.003132
416,ordered,0.004228
417,qualified,0.005308
417,unqualified,0.002436
417,ordered,0.004330
418,qualified,0.004835
418,unqualified,0.003046
418,ordered,0.004785
419,qualified,0.003136
419,unqualified,0.003145
419,ordered,0.004474
420,qualified,0.009525
420,unqualified,0.003160
420,ordered,0.004500
421,qualified,0.003208
421,unqualified,0.002906
421,ordered,0.004118
422,qualified,0.003534
422,unqualified,0.003788
422,ordered,0.004222
423,qualified,0.003151
423,unqualified,0.003653
423,ordered,0.004842
424,qualified,0.002819
424,unqualified,0.003247
424,ordered,0.005498
425,qualified,0.004363
425,unqualified,0.004026
425,ordered,0.004140
426,qualified,0.003264
426,unqualified,0.002515
426,ordered,0.007003
427,qualified,0.003047
427,unqualified,0.003227
427,ordered,0.004852
428,qualified,0.002525
428,unqualified,0.002995
428,ordered,0.004507
429,qualified,0.003239
429,unqualified,0.004223
429,ordered,0.004254
430,qualified,0.003478
430,unqualified,0.002809
430,ordered,0.003997
431,qualified,0.004126
431,unqualified,0.003908
431,ordered,0.004532
432,qualified,0.003718
432,unqualified,0.003130
432,ordered,0.005451
433,qualified,0.005180
433,unqualified,0.003110
433,ordered,0.004644
434,qualified,0.003004
434,unqualified,0.003994
434,ordered,0.004916
435,qualified,0.003212
435,unqualified,0.002998
435,ordered,0.005598
436,qualified,0.002987
436,unqualified,0.004227
436,ordered,0.005018
437,qualified,0.002923
437,unqualified,0.003008
437,ordered,0.005019
438,qualified,0.003227
438,unqualified,0.002341
438,ordered,0.003997
439,qualified,0.011719
439,unqualified,0.002954
439,ordered,0.004382
440,qualified,0.003992
440,unqualified,0.002867
440,ordered,0.005689
441,qualified,0.004551
441,unqualified,0.003547
441,ordered,0.004238
442,qualified,0.003744
442,unqualified,0.003268
442,ordered,0.006279
443,qualified,0.004281
443,unqualified,0.003675
443,ordered,0.004696
444,qualified,0.003994
444,unqualified,0.003014
444,ordered,0.006271
445,qualified,0.003003
445,unqualified,0.004000
445,ordered,0.005262
446,qualified,0.004914
446,unqualified,0.003449
446,ordered,0.007049
447,qualified,0.002998
447,unqualified,0.004470
447,ordered,0.006125
448,qualified,0.004021
448,unqualified,0.003822
448,ordered,0.006780
449,qualified,0.003359
449,unqualified,0.004372
449,ordered,0.004685
450,qualified,0.002998
450,unqualified,0.003004
450,ordered,0.003996
451,qualified,0.004006
451,unqualified,0.003801
451,ordered,0.003986
452,qualified,0.002680
452,unqualified,0.003231
452,ordered,0.005803
453,qualified,0.002529
453,unqualified,0.003595
453,ordered,0.003788
454,qualified,0.002965
454,unqualified,0.002523
454,ordered,0.004998
455,qualified,0.004001
455,unqualified,0.002999
455,ordered,0.005076
456,qualified,0.009806
456,unqualified,0.002684
456,ordered,0.004100
457,qualified,0.005122
457,unqualified,0.003524
457,ordered,0.005037
458,qualified,0.003506
458,unqualified,0.003911
458,ordered,0.004324
459,qualified,0.003375
459,unqualified,0.003675
459,ordered,0.004095
460,qualified,0.004149
460,unqualified,0.003727
460,ordered,0.004040
461,qualified,0.003030
461,unqualified,0.003671
461,ordered,0.004257
462,qualified,0.002911
462,unqualified,0.004489
462,ordered,0.004069
463,qualified,0.003598
463,unqualified,0.002703
463,ordered,0.004921
464,qualified,0.004496
464,unqualified,0.003142
464,ordered,0.013040
465,qualified,0.003799
465,unqualified,0.004793
465,ordered,0.004862
466,qualified,0.004398
466,unqualified,0.003364
466,ordered,0.006718
467,qualified,0.005342
467,unqualified,0.003372
467,ordered,0.006175
468,qualified,0.006694
468,unqualified,0.003526
468,ordered,0.006249
469,qualified,0.008834
469,unqualified,0.003995
469,ordered,0.008000
470,qualified,0.003757
470,unqualified,0.003520
470,ordered,0.009003
471,qualified,0.004224
471,unqualified,0.004886
471,ordered,0.008461
472,qualified,0.012613
472,unqualified,0.003241
472,ordered,0.004587
473,qualified,0.004248
473,unqualified,0.005854
473,ordered,0.008153
474,qualified,0.004185
474,unqualified,0.004052
474,ordered,0.006134
475,qualified,0.005001
475,unqualified,0.003782
475,ordered,0.005709
476,qualified,0.003424
476,unqualified,0.004869
476,ordered,0.006046
477,unqualified,0.004065
477,qualified,0.005080
477,ordered,0.006200
478,unqualified,0.004519
478,qualified,0.004001
478,ordered,0.007053
479,unqualified,0.003547
479,qualified,0.004431
479,ordered,0.007025
480,unqualified,0.003535
480,qualified,0.004244
480,ordered,0.015103
481,unqualified,0.003999
481,qualified,0.008726
481,ordered,0.016593
482,unqualified,0.002999
482,qualified,0.010251
482,ordered,0.005750
483,unqualified,0.003925
483,qualified,0.008402
483,ordered,0.006255
484,unqualified,0.003518
484,qualified,0.004041
484,ordered,0.006065
485,unqualified,0.005997
485,qualified,0.008796
485,ordered,0.016596
486,unqualified,0.007415
486,qualified,0.003528
486,ordered,0.004993
487,unqualified,0.003503
487,qualified,0.003187
487,ordered,0.008952
488,unqualified,0.004043
488,qualified,0.002529
488,ordered,0.004928
489,unqualified,0.003676
489,qualified,0.002807
489,ordered,0.003996
490,unqualified,0.003192
490,qualified,0.003290
490,ordered,0.004080
491,unqualified,0.009458
491,qualified,0.003431
491,ordered,0.005058
492,unqualified,0.003275
492,qualified,0.002799
492,ordered,0.003520
493,unqualified,0.003000
493,qualified,0.002999
493,ordered,0.004308
494,unqualified,0.004780
494,qualified,0.013939
494,ordered,0.004769
495,unqualified,0.002527
495,qualified,0.004156
495,ordered,0.004552
496,unqualified,0.003003
496,qualified,0.003002
496,ordered,0.003999
497,unqualified,0.003000
497,qualified,0.003002
497,ordered,0.003999
498,unqualified,0.004993
498,qualified,0.003005
498,ordered,0.004000
499,unqualified,0.002999
499,qualified,0.004219
499,ordered,0.004774
500,unqualified,0.002946
500,qualified,0.003042
500,ordered,0.004445
501,unqualified,0.003599
501,qualified,0.002937
501,ordered,0.004103
502,unqualified,0.005424
502,qualified,0.004069
502,ordered,0.009335
503,unqualified,0.003714
503,qualified,0.005931
503,ordered,0.009991
504,unqualified,0.003001
504,qualified,0.002999
504,ordered,0.004000
505,unqualified,0.004001
505,qualified,0.003012
505,ordered,0.004993
506,unqualified,0.002996
506,qualified,0.003719
506,ordered,0.006234
507,unqualified,0.002919
507,qualified,0.002586
507,ordered,0.004756
508,unqualified,0.003789
508,qualified,0.003724
508,ordered,0.004149
509,unqualified,0.002483
509,qualified,0.003280
509,ordered,0.011750
510,unqualified,0.005943
510,qualified,0.003522
510,ordered,0.004243
511,unqualified,0.004066
511,qualified,0.004043
511,ordered,0.004523
512,unqualified,0.003002
512,qualified,0.003998
512,ordered,0.005795
513,unqualified,0.002519
513,qualified,0.003497
513,ordered,0.005602
514,unqualified,0.003520
514,qualified,0.002997
514,ordered,0.004960
515,unqualified,0.003029
515,qualified,0.003257
515,ordered,0.004348
516,unqualified,0.010141
516,qualified,0.003069
516,ordered,0.004560
517,unqualified,0.003867
517,qualified,0.002790
517,ordered,0.004992
518,unqualified,0.003994
518,qualified,0.003003
518,ordered,0.005240
519,unqualified,0.004578
519,qualified,0.003000
519,ordered,0.006526
520,unqualified,0.002523
520,qualified,0.003996
520,ordered,0.004001
521,unqualified,0.004008
521,qualified,0.003177
521,ordered,0.004521
522,unqualified,0.002001
522,qualified,0.003793
522,ordered,0.003685
523,unqualified,0.003081
523,qualified,0.003344
523,ordered,0.004444
524,unqualified,0.003898
524,qualified,0.003619
524,ordered,0.004309
525,unqualified,0.003800
525,qualified,0.005073
525,ordered,0.003998
526,unqualified,0.003847
526,qualified,0.003703
526,ordered,0.004936
527,unqualified,0.003364
527,qualified,0.003526
527,ordered,0.003999
528,unqualified,0.002999
528,qualified,0.003001
528,ordered,0.005051
529,unqualified,0.003717
529,qualified,0.002886
529,ordered,0.004045
530,unqualified,0.003998
530,qualified,0.003002
530,ordered,0.004354
531,unqualified,0.002518
531,qualified,0.004011
531,ordered,0.005267
532,unqualified,0.004837
532,qualified,0.005005
532,ordered,0.005471
533,unqualified,0.003520
533,qualified,0.006112
533,ordered,0.005524
534,unqualified,0.003362
534,qualified,0.003519
534,ordered,0.005915
535,unqualified,0.002527
535,qualified,0.004323
535,ordered,0.008377
536,unqualified,0.004534
536,qualified,0.003992
536,ordered,0.006405
537,unqualified,0.003523
537,qualified,0.004872
537,ordered,0.008060
538,unqualified,0.003493
538,qualified,0.003781
538,ordered,0.007521
539,unqualified,0.003001
539,qualified,0.004000
539,ordered,0.008231
540,unqualified,0.007253
540,qualified,0.004532
540,ordered,0.004876
541,unqualified,0.003902
541,qualified,0.004069
541,ordered,0.005866
542,unqualified,0.004121
542,qualified,0.004535
542,ordered,0.005253
543,unqualified,0.003138
543,qualified,0.004516
543,ordered,0.005094
544,unqualified,0.003527
544,qualified,0.003886
544,ordered,0.006246
545,unqualified,0.005328
545,qualified,0.003926
545,ordered,0.005291
546,unqualified,0.004564
546,qualified,0.005452
546,ordered,0.006433
547,unqualified,0.004639
547,qualified,0.004997
547,ordered,0.007002
548,unqualified,0.002998
548,qualified,0.005005
548,ordered,0.005995
549,unqualified,0.004000
549,qualified,0.003000
549,ordered,0.004001
550,unqualified,0.005005
550,qualified,0.003996
550,ordered,0.004999
551,unqualified,0.004006
551,qualified,0.003985
551,ordered,0.005520
552,unqualified,0.004290
552,qualified,0.003519
552,ordered,0.006841
553,unqualified,0.005201
553,qualified,0.004299
553,ordered,0.006364
554,unqualified,0.002518
554,qualified,0.003163
554,ordered,0.005477
555,unqualified,0.003431
555,qualified,0.002515
555,ordered,0.005542
556,unqualified,0.004528
556,qualified,0.003822
556,ordered,0.004144
557,unqualified,0.004047
557,qualified,0.003053
557,ordered,0.006022
558,unqualified,0.003047
558,qualified,0.003006
558,ordered,0.006667
559,unqualified,0.002992
559,qualified,0.002985
559,ordered,0.010390
560,unqualified,0.003165
560,qualified,0.007040
560,ordered,0.004498
561,unqualified,0.004140
561,qualified,0.004339
561,ordered,0.004525
562,unqualified,0.004569
562,qualified,0.002721
562,ordered,0.005888
563,unqualified,0.003291
563,qualified,0.003062
563,ordered,0.004013
564,unqualified,0.003066
564,qualified,0.003642
564,ordered,0.004058
565,unqualified,0.002650
565,qualified,0.002527
565,ordered,0.006017
566,unqualified,0.004466
566,qualified,0.002727
566,ordered,0.004480
567,unqualified,0.003025
567,qualified,0.003294
567,ordered,0.004268
568,unqualified,0.002449
568,qualified,0.003548
568,ordered,0.004865
569,unqualified,0.004477
569,qualified,0.006015
569,ordered,0.004062
570,unqualified,0.002996
570,qualified,0.003001
570,ordered,0.005001
571,unqualified,0.003004
571,qualified,0.002893
571,ordered,0.005019
572,unqualified,0.002524
572,qualified,0.002997
572,ordered,0.005562
573,unqualified,0.003525
573,qualified,0.003284
573,ordered,0.004312
574,unqualified,0.003668
574,qualified,0.003569
574,ordered,0.005952
575,unqualified,0.003520
575,qualified,0.003000
575,ordered,0.004933
576,unqualified,0.002740
576,qualified,0.003580
576,ordered,0.004538
577,unqualified,0.005627
577,qualified,0.003327
577,ordered,0.003522
578,unqualified,0.003689
578,qualified,0.004557
578,ordered,0.005375
579,unqualified,0.002889
579,qualified,0.003687
579,ordered,0.005815
580,unqualified,0.003651
580,qualified,0.003276
580,ordered,0.004529
581,unqualified,0.002995
581,qualified,0.003005
581,ordered,0.005001
582,unqualified,0.002994
582,qualified,0.003004
582,ordered,0.004332
583,unqualified,0.003133
583,qualified,0.003450
583,ordered,0.004315
584,unqualified,0.003147
584,qualified,0.002533
584,ordered,0.004515
585,unqualified,0.011459
585,qualified,0.002589
585,ordered,0.003988
586,unqualified,0.005390
586,qualified,0.002999
586,ordered,0.004996
587,unqualified,0.005004
587,qualified,0.002999
587,ordered,0.005878
588,unqualified,0.003520
588,qualified,0.003362
588,ordered,0.004457
589,unqualified,0.003088
589,qualified,0.002771
589,ordered,0.004907
590,unqualified,0.002801
590,qualified,0.003293
590,ordered,0.004337
591,unqualified,0.002903
591,qualified,0.003694
591,ordered,0.004520
592,unqualified,0.002999
592,qualified,0.003004
592,ordered,0.003995
593,unqualified,0.003008
593,qualified,0.006993
593,ordered,0.005015
594,unqualified,0.005102
594,qualified,0.003277
594,ordered,0.005688
595,unqualified,0.003444
595,qualified,0.002520
595,ordered,0.004003
596,unqualified,0.005263
596,qualified,0.003705
596,ordered,0.004200
597,unqualified,0.002907
597,qualified,0.002777
597,ordered,0.004526
598,unqualified,0.002996
598,qualified,0.002005
598,ordered,0.004009
599,unqualified,0.003792
599,qualified,0.003167
599,ordered,0.004437
600,unqualified,0.003070
600,qualified,0.003520
600,ordered,0.003998
601,unqualified,0.003187
601,qualified,0.002703
601,ordered,0.004412
602,unqualified,0.003068
602,qualified,0.003521
602,ordered,0.004000
603,unqualified,0.004593
603,qualified,0.003508
603,ordered,0.004370
604,unqualified,0.003550
604,qualified,0.003997
604,ordered,0.004892
605,unqualified,0.003378
605,qualified,0.003061
605,ordered,0.004702
606,unqualified,0.002008
606,qualified,0.004000
606,ordered,0.004000
607,unqualified,0.003897
607,qualified,0.002904
607,ordered,0.003521
608,unqualified,0.003001
608,qualified,0.003005
608,ordered,0.004922
609,unqualified,0.003482
609,qualified,0.002808
609,ordered,0.004703
610,unqualified,0.006249
610,qualified,0.003353
610,ordered,0.005135
611,unqualified,0.004686
611,qualified,0.004749
611,ordered,0.004416
612,unqualified,0.003880
612,qualified,0.003524
612,ordered,0.005230
613,unqualified,0.003538
613,qualified,0.004638
613,ordered,0.008174
614,unqualified,0.003435
614,qualified,0.007061
614,ordered,0.005529
615,unqualified,0.003257
615,qualified,0.004967
615,ordered,0.006844
616,unqualified,0.003725
616,qualified,0.004523
616,ordered,0.005411
617,unqualified,0.004243
617,qualified,0.003589
617,ordered,0.007377
618,unqualified,0.006278
618,qualified,0.005838
618,ordered,0.005809
619,unqualified,0.003528
619,qualified,0.002868
619,ordered,0.005546
620,unqualified,0.003306
620,qualified,0.005186
620,ordered,0.005728
621,unqualified,0.003060
621,qualified,0.004001
621,ordered,0.005855
622,unqualified,0.003522
622,qualified,0.006128
622,ordered,0.005001
623,unqualified,0.003726
623,qualified,0.004406
623,ordered,0.011002
624,unqualified,0.005000
624,qualified,0.004664
624,ordered,0.005796
625,unqualified,0.004955
625,qualified,0.004469
625,ordered,0.005802
626,unqualified,0.007075
626,qualified,0.002525
626,ordered,0.005403
627,unqualified,0.003527
627,qualified,0.003997
627,ordered,0.007942
628,unqualified,0.004163
628,qualified,0.004080
628,ordered,0.004859
629,unqualified,0.005529
629,qualified,0.003836
629,ordered,0.005666
630,unqualified,0.003993
630,qualified,0.005143
630,ordered,0.004274
631,unqualified,0.004518
631,qualified,0.004011
631,ordered,0.004715
632,unqualified,0.003189
632,qualified,0.003947
632,ordered,0.004529
633,unqualified,0.003650
633,qualified,0.003002
633,ordered,0.003997
634,unqualified,0.004003
634,qualified,0.003003
634,ordered,0.004526
635,unqualified,0.002001
635,qualified,0.002993
635,ordered,0.005003
636,unqualified,0.003996
636,qualified,0.003006
636,ordered,0.005320
637,unqualified,0.003014
637,qualified,0.002657
637,ordered,0.005278
638,unqualified,0.003493
638,qualified,0.002927
638,ordered,0.004000
639,unqualified,0.004598
639,qualified,0.003779
639,ordered,0.004356
640,unqualified,0.003097
640,qualified,0.004169
640,ordered,0.004010
641,unqualified,0.002990
641,qualified,0.003008
641,ordered,0.003993
642,unqualified,0.003999
642,qualified,0.004000
642,ordered,0.005000
643,unqualified,0.003006
643,qualified,0.004004
643,ordered,0.004982
644,unqualified,0.002931
644,qualified,0.003163
644,ordered,0.004968
645,unqualified,0.002520
645,qualified,0.003218
645,ordered,0.004156
646,unqualified,0.003295
646,qualified,0.003606
646,ordered,0.004033
647,unqualified,0.003233
647,qualified,0.002969
647,ordered,0.004160
648,unqualified,0.004552
648,qualified,0.004150
648,ordered,0.004152
649,unqualified,0.003006
649,qualified,0.003548
649,ordered,0.003515
650,unqualified,0.005006
650,qualified,0.003370
650,ordered,0.005178
651,unqualified,0.003806
651,qualified,0.003490
651,ordered,0.004520
652,unqualified,0.001998
652,qualified,0.002000
652,ordered,0.004000
653,unqualified,0.002999
653,qualified,0.007001
653,ordered,0.005172
654,unqualified,0.003574
654,qualified,0.003225
654,ordered,0.004517
655,unqualified,0.003008
655,qualified,0.002992
655,ordered,0.004367
656,unqualified,0.004520
656,qualified,0.002004
656,ordered,0.004999
657,unqualified,0.002003
657,qualified,0.004002
657,ordered,0.005626
658,unqualified,0.004404
658,qualified,0.003217
658,ordered,0.005634
659,unqualified,0.005928
659,qualified,0.003275
659,ordered,0.004049
660,unqualified,0.003167
660,qualified,0.003538
660,ordered,0.004532
661,unqualified,0.002522
661,qualified,0.004245
661,ordered,0.004995
662,unqualified,0.002610
662,qualified,0.003139
662,ordered,0.004863
663,unqualified,0.002699
663,qualified,0.003076
663,ordered,0.004437
664,unqualified,0.002958
664,qualified,0.002530
664,ordered,0.003994
665,unqualified,0.004981
665,qualified,0.003485
665,ordered,0.006685
666,unqualified,0.003562
666,qualified,0.002722
666,ordered,0.005653
667,unqualified,0.003472
667,qualified,0.003464
667,ordered,0.005449
668,unqualified,0.002463
668,qualified,0.004294
668,ordered,0.004176
669,unqualified,0.003262
669,qualified,0.002615
669,ordered,0.004467
670,unqualified,0.003306
670,qualified,0.003759
670,ordered,0.004611
671,unqualified,0.003117
671,qualified,0.003212
671,ordered,0.003523
672,unqualified,0.013005
672,qualified,0.006014
672,ordered,0.005103
673,unqualified,0.005460
673,qualified,0.002731
673,ordered,0.004521
674,unqualified,0.002996
674,qualified,0.002999
674,ordered,0.005002
675,unqualified,0.003633
675,qualified,0.002607
675,ordered,0.003524
676,unqualified,0.004372
676,qualified,0.003852
676,ordered,0.004000
677,unqualified,0.003247
677,qualified,0.002799
677,ordered,0.005312
678,unqualified,0.002901
678,qualified,0.003206
678,ordered,0.005749
679,unqualified,0.003470
679,qualified,0.003464
679,ordered,0.005423
680,qualified,0.004818
680,unqualified,0.003997
680,ordered,0.003916
681,qualified,0.003496
681,unqualified,0.004149
681,ordered,0.004999
682,qualified,0.002332
682,unqualified,0.002791
682,ordered,0.004547
683,qualified,0.004492
683,unqualified,0.004515
683,ordered,0.004006
684,qualified,0.003001
684,unqualified,0.003355
684,ordered,0.004854
685,qualified,0.003588
685,unqualified,0.002526
685,ordered,0.004585
686,qualified,0.003823
686,unqualified,0.002702
686,ordered,0.005430
687,qualified,0.003765
687,unqualified,0.002856
687,ordered,0.003514
688,qualified,0.003797
688,unqualified,0.004236
688,ordered,0.005658
689,qualified,0.006646
689,unqualified,0.003435
689,ordered,0.005115
690,qualified,0.004375
690,unqualified,0.004809
690,ordered,0.006455
691,qualified,0.003533
691,unqualified,0.004312
691,ordered,0.006714
692,qualified,0.004392
692,unqualified,0.004277
692,ordered,0.005518
693,qualified,0.005000
693,unqualified,0.004353
693,ordered,0.007565
694,qualified,0.006322
694,unqualified,0.014058
694,ordered,0.005710
695,qualified,0.008797
695,unqualified,0.004035
695,ordered,0.007602
696,qualified,0.004483
696,unqualified,0.002992
696,ordered,0.007748
697,qualified,0.004003
697,unqualified,0.004403
697,ordered,0.007251
698,qualified,0.005053
698,unqualified,0.003806
698,ordered,0.005528
699,qualified,0.004708
699,unqualified,0.004086
699,ordered,0.006082
700,qualified,0.003521
700,unqualified,0.004707
700,ordered,0.006542
701,unqualified,0.005500
701,qualified,0.003951
701,ordered,0.007678
702,unqualified,0.004841
702,qualified,0.004521
702,ordered,0.006998
703,unqualified,0.003001
703,qualified,0.006685
703,ordered,0.004537
704,unqualified,0.004248
704,qualified,0.003833
704,ordered,0.006342
705,unqualified,0.003884
705,qualified,0.004759
705,ordered,0.006695
706,unqualified,0.003826
706,qualified,0.003567
706,ordered,0.017139
707,unqualified,0.003919
707,qualified,0.004939
707,ordered,0.003604
708,unqualified,0.003918
708,qualified,0.003036
708,ordered,0.005520
709,unqualified,0.003933
709,qualified,0.003002
709,ordered,0.003525
710,unqualified,0.003698
710,qualified,0.003337
710,ordered,0.005013
711,unqualified,0.003176
711,qualified,0.002524
711,ordered,0.004203
712,unqualified,0.003458
712,qualified,0.002948
712,ordered,0.005662
713,unqualified,0.002368
713,qualified,0.003158
713,ordered,0.004294
714,unqualified,0.002790
714,qualified,0.002520
714,ordered,0.005000
715,unqualified,0.005002
715,qualified,0.004030
715,ordered,0.004534
716,unqualified,0.003006
716,qualified,0.005061
716,ordered,0.005389
717,unqualified,0.003002
717,qualified,0.002842
717,ordered,0.005075
718,unqualified,0.003250
718,qualified,0.002857
718,ordered,0.004056
719,unqualified,0.003095
719,qualified,0.003659
719,ordered,0.004744
720,unqualified,0.003529
720,qualified,0.002776
720,ordered,0.004555
721,unqualified,0.002807
721,qualified,0.003180
721,ordered,0.003996
722,unqualified,0.003001
722,qualified,0.003545
722,ordered,0.004123
723,unqualified,0.003729
723,qualified,0.003031
723,ordered,0.004058
724,unqualified,0.002999
724,qualified,0.003381
724,ordered,0.005792
725,unqualified,0.003995
725,qualified,0.003001
725,ordered,0.004514
726,unqualified,0.003421
726,qualified,0.002841
726,ordered,0.004539
727,unqualified,0.002518
727,qualified,0.003998
727,ordered,0.004554
728,unqualified,0.002719
728,qualified,0.002994
728,ordered,0.011501
729,unqualified,0.003182
729,qualified,0.007187
729,ordered,0.004361
730,unqualified,0.002861
730,qualified,0.004000
730,ordered,0.004026
731,unqualified,0.005110
731,qualified,0.003525
731,ordered,0.004690
732,unqualified,0.003324
732,qualified,0.002528
732,ordered,0.006961
733,unqualified,0.003525
733,qualified,0.003003
733,ordered,0.006104
734,unqualified,0.004005
734,qualified,0.003352
734,ordered,0.004845
735,unqualified,0.002522
735,qualified,0.003146
735,ordered,0.004095
736,unqualified,0.003144
736,qualified,0.003032
736,ordered,0.005767
737,unqualified,0.003013
737,qualified,0.002700
737,ordered,0.011432
738,unqualified,0.003004
738,qualified,0.004001
738,ordered,0.004219
739,unqualified,0.004119
739,qualified,0.003842
739,ordered,0.004526
740,unqualified,0.003091
740,qualified,0.003059
740,ordered,0.005265
741,unqualified,0.002792
741,qualified,0.003246
741,ordered,0.004003
742,unqualified,0.003929
742,qualified,0.002949
742,ordered,0.005534
743,unqualified,0.003381
743,qualified,0.002517
743,ordered,0.005001
744,unqualified,0.003001
744,qualified,0.003139
744,ordered,0.004132
745,unqualified,0.002957
745,qualified,0.002756
745,ordered,0.004455
746,unqualified,0.003404
746,qualified,0.002820
746,ordered,0.004915
747,unqualified,0.003526
747,qualified,0.002995
747,ordered,0.004007
748,unqualified,0.003671
748,qualified,0.003013
748,ordered,0.005155
749,unqualified,0.003480
749,qualified,0.002524
749,ordered,0.006773
750,unqualified,0.002790
750,qualified,0.003567
750,ordered,0.005087
751,unqualified,0.003689
751,qualified,0.002794
751,ordered,0.004164
752,unqualified,0.003412
752,qualified,0.003221
752,ordered,0.004449
753,unqualified,0.009506
753,qualified,0.003243
753,ordered,0.004002
754,unqualified,0.003001
754,qualified,0.003002
754,ordered,0.004005
755,unqualified,0.003995
755,qualified,0.002997
755,ordered,0.004001
756,qualified,0.005001
756,unqualified,0.002003
756,ordered,0.005234
757,qualified,0.009311
757,unqualified,0.003203
757,ordered,0.004084
758,qualified,0.002985
758,unqualified,0.003288
758,ordered,0.005002
759,qualified,0.002642
759,unqualified,0.003364
759,ordered,0.004351
760,qualified,0.003230
760,unqualified,0.006217
760,ordered,0.004522
761,qualified,0.002587
761,unqualified,0.002991
761,ordered,0.004402
762,qualified,0.003077
762,unqualified,0.002996
762,ordered,0.004927
763,qualified,0.003016
763,unqualified,0.003364
763,ordered,0.008531
764,qualified,0.005002
764,unqualified,0.003548
764,ordered,0.005054
765,qualified,0.005194
765,unqualified,0.004429
765,ordered,0.004499
766,qualified,0.002904
766,unqualified,0.004530
766,ordered,0.007367
767,qualified,0.005364
767,unqualified,0.004074
767,ordered,0.007933
768,qualified,0.004487
768,unqualified,0.003517
768,ordered,0.007056
769,qualified,0.003533
769,unqualified,0.004434
769,ordered,0.005556
770,qualified,0.003526
770,unqualified,0.004109
770,ordered,0.005815
771,qualified,0.005415
771,unqualified,0.003527
771,ordered,0.008004
772,qualified,0.005783
772,unqualified,0.004101
772,ordered,0.005360
773,qualified,0.005263
773,unqualified,0.004779
773,ordered,0.006603
774,qualified,0.004515
774,unqualified,0.003004
774,ordered,0.004976
775,qualified,0.003533
775,unqualified,0.004798
775,ordered,0.004878
776,qualified,0.003525
776,unqualified,0.003996
776,ordered,0.005009
777,unqualified,0.004840
777,qualified,0.004247
777,ordered,0.006401
778,unqualified,0.004610
778,qualified,0.004443
778,ordered,0.005251
779,unqualified,0.005694
779,qualified,0.004002
779,ordered,0.009235
780,unqualified,0.003993
780,qualified,0.003733
780,ordered,0.005949
781,unqualified,0.017081
781,qualified,0.004002
781,ordered,0.005748
782,unqualified,0.003986
782,qualified,0.009531
782,ordered,0.005842
783,qualified,0.003820
783,unqualified,0.004192
783,ordered,0.010108
784,qualified,0.003559
784,unqualified,0.004507
784,ordered,0.008517
785,qualified,0.004010
785,unqualified,0.007441
785,ordered,0.014317
786,qualified,0.003645
786,unqualified,0.005586
786,ordered,0.009524
787,qualified,0.005600
787,unqualified,0.003524
787,ordered,0.005510
788,qualified,0.004671
788,unqualified,0.004518
788,ordered,0.006254
789,qualified,0.004609
789,unqualified,0.004408
789,ordered,0.005627
790,qualified,0.005331
790,unqualified,0.007397
790,ordered,0.005327
791,qualified,0.002522
791,unqualified,0.003696
791,ordered,0.004440
792,qualified,0.003755
792,unqualified,0.003211
792,ordered,0.004022
793,qualified,0.003352
793,unqualified,0.003286
793,ordered,0.004799
794,qualified,0.003000
794,unqualified,0.003004
794,ordered,0.004003
795,qualified,0.003873
795,unqualified,0.004169
795,ordered,0.004338
796,qualified,0.002982
796,unqualified,0.004000
796,ordered,0.005147
797,qualified,0.003755
797,unqualified,0.003518
797,ordered,0.004999
798,qualified,0.002005
798,unqualified,0.003002
798,ordered,0.004993
799,qualified,0.002999
799,unqualified,0.004005
799,ordered,0.004001
800,qualified,0.002995
800,unqualified,0.003006
800,ordered,0.003993
801,qualified,0.005011
801,unqualified,0.003269
801,ordered,0.005269
802,qualified,0.002689
802,unqualified,0.003233
802,ordered,0.003528
803,qualified,0.002877
803,unqualified,0.002526
803,ordered,0.004697
804,qualified,0.003516
804,unqualified,0.005627
804,ordered,0.004697
805,qualified,0.003295
805,unqualified,0.002926
805,ordered,0.005497
806,qualified,0.003376
806,unqualified,0.004522
806,ordered,0.005935
807,qualified,0.002983
807,unqualified,0.003806
807,ordered,0.004351
808,qualified,0.003627
808,unqualified,0.003508
808,ordered,0.004001
809,qualified,0.003998
809,unqualified,0.010397
809,ordered,0.004265
810,qualified,0.003214
810,unqualified,0.003004
810,ordered,0.003935
811,qualified,0.003190
811,unqualified,0.003004
811,ordered,0.009994
812,qualified,0.004638
812,unqualified,0.004121
812,ordered,0.004049
813,qualified,0.003524
813,unqualified,0.003991
813,ordered,0.005280
814,qualified,0.010567
814,unqualified,0.003055
814,ordered,0.005054
815,qualified,0.002786
815,unqualified,0.002924
815,ordered,0.004252
816,qualified,0.002997
816,unqualified,0.003003
816,ordered,0.004525
817,qualified,0.003827
817,unqualified,0.003213
817,ordered,0.004012
818,qualified,0.003423
818,unqualified,0.002918
818,ordered,0.004819
819,qualified,0.003522
819,unqualified,0.005858
819,ordered,0.004541
820,qualified,0.006205
820,unqualified,0.011560
820,ordered,0.004750
821,qualified,0.003798
821,unqualified,0.003519
821,ordered,0.006448
822,qualified,0.004543
822,unqualified,0.003519
822,ordered,0.005589
823,qualified,0.004761
